image,package,old_version,advisory,severity,comparison,source
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2025-1152,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-1152
image-app,libctf0,2.38-4ubuntu2.12,CVE-2025-1152,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-1152
image-app,binutils,2.38-4ubuntu2.12,CVE-2025-1150,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-1150
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2025-1150,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-1150
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2025-1150,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-1150
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2025-1150,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-1150
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2025-1150,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-1150
image-app,libctf0,2.38-4ubuntu2.12,CVE-2025-1150,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-1150
image-app,binutils,2.38-4ubuntu2.12,CVE-2025-1151,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-1151
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2025-1151,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-1151
