image,package,old_version,advisory,severity,comparison,source
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2025-1151,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-1151
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2025-1151,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-1151
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2025-1151,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-1151
image-app,libctf0,2.38-4ubuntu2.12,CVE-2025-1151,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-1151
image-app,libexpat1,2.4.7-1ubuntu0.7,CVE-2026-76641,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-76641
image-app,libc-bin,2.35-0ubuntu3.14,CVE-2026-8674,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-8674
image-app,libc6,2.35-0ubuntu3.14,CVE-2026-8674,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-8674
image-app,locales,2.35-0ubuntu3.15,CVE-2026-8674,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-8674
image-app,perl-base,5.34.0-3ubuntu1.8,CVE-2026-48962,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-48962
image-app,libpcre3,2:8.39-13ubuntu0.22.04.1,CVE-2017-11164,Negligible,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2017-11164
image-app,libc-bin,2.35-0ubuntu3.14,CVE-2026-19542,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-19542
image-app,libc6,2.35-0ubuntu3.14,CVE-2026-19542,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-19542
image-app,libpam-modules,1.4.0-11ubuntu2.8,CVE-2024-10041,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2024-10041
image-app,libpam-modules-bin,1.4.0-11ubuntu2.8,CVE-2024-10041,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2024-10041
image-app,libpam-runtime,1.4.0-11ubuntu2.8,CVE-2024-10041,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2024-10041
image-app,libpam0g,1.4.0-11ubuntu2.8,CVE-2024-10041,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2024-10041
image-app,coreutils,8.32-4.1ubuntu1.4,CVE-2016-2781,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2016-2781
image-app,perl-base,5.34.0-3ubuntu1.8,CVE-2026-48961,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-48961
image-app,login,1:4.8.1-2ubuntu2.2,CVE-2023-29383,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2023-29383
image-app,passwd,1:4.8.1-2ubuntu2.2,CVE-2023-29383,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2023-29383
image-app,binutils,2.38-4ubuntu2.12,CVE-2026-3442,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-3442
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2026-3442,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-3442
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2026-3442,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-3442
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2026-3442,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-3442
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2026-3442,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-3442
image-app,libctf0,2.38-4ubuntu2.12,CVE-2026-3442,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-3442
image-app,login,1:4.8.1-2ubuntu2.2,CVE-2024-56433,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2024-56433
image-app,passwd,1:4.8.1-2ubuntu2.2,CVE-2024-56433,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2024-56433
image-app,perl-base,5.34.0-3ubuntu1.8,CVE-2026-7017,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-7017
image-app,libc-bin,2.35-0ubuntu3.14,CVE-2026-89092,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-89092
image-app,libc6,2.35-0ubuntu3.14,CVE-2026-89092,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-89092
image-app,locales,2.35-0ubuntu3.15,CVE-2026-89092,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-89092
image-app,binutils,2.38-4ubuntu2.12,CVE-2025-69651,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-69651
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2025-69651,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-69651
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2025-69651,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-69651
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2025-69651,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-69651
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2025-69651,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-69651
image-app,libctf0,2.38-4ubuntu2.12,CVE-2025-69651,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-69651
image-app,binutils,2.38-4ubuntu2.12,CVE-2025-11495,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-11495
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2025-11495,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-11495
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2025-11495,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-11495
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2025-11495,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-11495
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2025-11495,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-11495
image-app,libctf0,2.38-4ubuntu2.12,CVE-2025-11495,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-11495
image-app,libpcre2-8-0,10.39-3ubuntu0.1,CVE-2026-89156,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-89156
image-app,libc-bin,2.35-0ubuntu3.14,CVE-2016-20013,Negligible,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2016-20013
image-app,libc6,2.35-0ubuntu3.14,CVE-2016-20013,Negligible,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2016-20013
image-app,locales,2.35-0ubuntu3.15,CVE-2016-20013,Negligible,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2016-20013
image-app,libpcre2-8-0,10.39-3ubuntu0.1,CVE-2026-89158,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-89158
image-app,binutils,2.38-4ubuntu2.12,CVE-2025-66863,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66863
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2025-66863,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66863
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2025-66863,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66863
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2025-66863,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66863
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2025-66863,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66863
image-app,libctf0,2.38-4ubuntu2.12,CVE-2025-66863,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66863
image-app,binutils,2.38-4ubuntu2.12,CVE-2025-66865,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66865
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2025-66865,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66865
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2025-66865,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66865
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2025-66865,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66865
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2025-66865,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66865
image-app,libctf0,2.38-4ubuntu2.12,CVE-2025-66865,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66865
image-app,binutils,2.38-4ubuntu2.12,CVE-2025-66862,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66862
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2025-66862,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66862
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2025-66862,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66862
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2025-66862,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66862
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2025-66862,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66862
image-app,libctf0,2.38-4ubuntu2.12,CVE-2025-66862,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66862
image-app,libexpat1,2.4.7-1ubuntu0.7,CVE-2026-32777,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-32777
image-app,libpcre2-8-0,10.39-3ubuntu0.1,CVE-2026-89157,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-89157
image-app,libpcre2-8-0,10.39-3ubuntu0.1,CVE-2026-89160,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-89160
image-app,libsqlite3-0,3.37.2-2ubuntu0.7,CVE-2026-39113,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-39113
image-app,libc-bin,2.35-0ubuntu3.14,CVE-2026-6791,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-6791
image-app,libc6,2.35-0ubuntu3.14,CVE-2026-6791,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-6791
image-app,libexpat1,2.4.7-1ubuntu0.7,CVE-2026-56404,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-56404
image-app,libexpat1,2.4.7-1ubuntu0.7,CVE-2026-56410,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-56410
image-app,libexpat1,2.4.7-1ubuntu0.7,CVE-2026-56411,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-56411
image-app,libexpat1,2.4.7-1ubuntu0.7,CVE-2025-66382,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66382
image-app,libgssapi-krb5-2,1.19.2-2ubuntu0.8,CVE-2018-5709,Negligible,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2018-5709
image-app,libk5crypto3,1.19.2-2ubuntu0.8,CVE-2018-5709,Negligible,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2018-5709
image-app,libkrb5-3,1.19.2-2ubuntu0.8,CVE-2018-5709,Negligible,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2018-5709
image-app,libkrb5support0,1.19.2-2ubuntu0.8,CVE-2018-5709,Negligible,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2018-5709
image-app,libexpat1,2.4.7-1ubuntu0.7,CVE-2026-72522,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-72522
image-app,binutils,2.38-4ubuntu2.12,CVE-2025-66866,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66866
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2025-66866,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66866
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2025-66866,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66866
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2025-66866,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66866
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2025-66866,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66866
image-app,libctf0,2.38-4ubuntu2.12,CVE-2025-66866,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66866
image-app,binutils,2.38-4ubuntu2.12,CVE-2026-3441,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-3441
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2026-3441,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-3441
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2026-3441,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-3441
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2026-3441,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-3441
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2026-3441,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-3441
image-app,libctf0,2.38-4ubuntu2.12,CVE-2026-3441,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-3441
image-app,libexpat1,2.4.7-1ubuntu0.7,CVE-2026-50219,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-50219
image-app,libexpat1,2.4.7-1ubuntu0.7,CVE-2026-56412,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-56412
image-app,bsdutils,1:2.37.2-4ubuntu3.6,CVE-2026-76642,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-76642
image-app,libblkid1,2.37.2-4ubuntu3.6,CVE-2026-76642,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-76642
image-app,libmount1,2.37.2-4ubuntu3.6,CVE-2026-76642,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-76642
image-app,libsmartcols1,2.37.2-4ubuntu3.6,CVE-2026-76642,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-76642
image-app,libuuid1,2.37.2-4ubuntu3.6,CVE-2026-76642,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-76642
image-app,mount,2.37.2-4ubuntu3.6,CVE-2026-76642,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-76642
image-app,util-linux,2.37.2-4ubuntu3.6,CVE-2026-76642,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-76642
image-app,dirmngr,2.2.27-3ubuntu2.5,CVE-2022-3219,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2022-3219
image-app,gnupg,2.2.27-3ubuntu2.5,CVE-2022-3219,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2022-3219
image-app,gnupg-l10n,2.2.27-3ubuntu2.5,CVE-2022-3219,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2022-3219
image-app,gnupg-utils,2.2.27-3ubuntu2.5,CVE-2022-3219,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2022-3219
image-app,gpg,2.2.27-3ubuntu2.5,CVE-2022-3219,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2022-3219
image-app,gpg-agent,2.2.27-3ubuntu2.5,CVE-2022-3219,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2022-3219
image-app,gpg-wks-client,2.2.27-3ubuntu2.5,CVE-2022-3219,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2022-3219
image-app,gpg-wks-server,2.2.27-3ubuntu2.5,CVE-2022-3219,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2022-3219
image-app,gpgconf,2.2.27-3ubuntu2.5,CVE-2022-3219,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2022-3219
image-app,gpgsm,2.2.27-3ubuntu2.5,CVE-2022-3219,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2022-3219
image-app,gpgv,2.2.27-3ubuntu2.5,CVE-2022-3219,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2022-3219
image-app,libexpat1,2.4.7-1ubuntu0.7,CVE-2026-56131,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-56131
image-app,binutils,2.38-4ubuntu2.12,CVE-2025-69652,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-69652
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2025-69652,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-69652
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2025-69652,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-69652
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2025-69652,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-69652
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2025-69652,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-69652
image-app,libctf0,2.38-4ubuntu2.12,CVE-2025-69652,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-69652
image-app,binutils,2.38-4ubuntu2.12,CVE-2026-6846,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-6846
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2026-6846,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-6846
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2026-6846,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-6846
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2026-6846,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-6846
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2026-6846,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-6846
image-app,libctf0,2.38-4ubuntu2.12,CVE-2026-6846,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-6846
image-app,libexpat1,2.4.7-1ubuntu0.7,CVE-2026-32778,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-32778
image-app,binutils,2.38-4ubuntu2.12,CVE-2026-4647,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-4647
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2026-4647,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-4647
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2026-4647,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-4647
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2026-4647,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-4647
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2026-4647,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-4647
image-app,libctf0,2.38-4ubuntu2.12,CVE-2026-4647,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-4647
image-app,perl-base,5.34.0-3ubuntu1.8,CVE-2026-15534,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-15534
image-app,binutils,2.38-4ubuntu2.12,CVE-2025-69645,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-69645
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2025-69645,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-69645
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2025-69645,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-69645
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2025-69645,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-69645
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2025-69645,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-69645
image-app,libctf0,2.38-4ubuntu2.12,CVE-2025-69645,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-69645
image-app,binutils,2.38-4ubuntu2.12,CVE-2026-90829,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90829
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2026-90829,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90829
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2026-90829,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90829
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2026-90829,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90829
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2026-90829,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90829
image-app,libctf0,2.38-4ubuntu2.12,CVE-2026-90829,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90829
image-app,libexpat1,2.4.7-1ubuntu0.7,CVE-2026-32776,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-32776
image-app,binutils,2.38-4ubuntu2.12,CVE-2026-90831,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90831
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2026-90831,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90831
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2026-90831,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90831
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2026-90831,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90831
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2026-90831,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90831
image-app,libctf0,2.38-4ubuntu2.12,CVE-2026-90831,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90831
image-app,binutils,2.38-4ubuntu2.12,CVE-2026-90830,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90830
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2026-90830,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90830
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2026-90830,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90830
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2026-90830,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90830
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2026-90830,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90830
image-app,libctf0,2.38-4ubuntu2.12,CVE-2026-90830,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90830
image-app,binutils,2.38-4ubuntu2.12,CVE-2026-90801,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90801
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2026-90801,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90801
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2026-90801,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90801
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2026-90801,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90801
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2026-90801,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90801
image-app,libctf0,2.38-4ubuntu2.12,CVE-2026-90801,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90801
image-app,libacl1,2.3.1-1,CVE-2026-54369,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-54369
image-app,binutils,2.38-4ubuntu2.12,CVE-2026-90828,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90828
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2026-90828,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90828
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2026-90828,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90828
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2026-90828,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90828
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2026-90828,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90828
image-app,libctf0,2.38-4ubuntu2.12,CVE-2026-90828,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-90828
image-app,libc-bin,2.35-0ubuntu3.14,CVE-2026-18374,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-18374
image-app,libc6,2.35-0ubuntu3.14,CVE-2026-18374,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-18374
image-app,locales,2.35-0ubuntu3.15,CVE-2026-18374,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-18374
image-app,binutils,2.38-4ubuntu2.12,CVE-2026-6845,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-6845
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2026-6845,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-6845
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2026-6845,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-6845
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2026-6845,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-6845
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2026-6845,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-6845
image-app,libctf0,2.38-4ubuntu2.12,CVE-2026-6845,Medium,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2026-6845
image-app,binutils,2.38-4ubuntu2.12,CVE-2025-66864,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66864
image-app,binutils-common,2.38-4ubuntu2.12,CVE-2025-66864,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66864
image-app,binutils-x86-64-linux-gnu,2.38-4ubuntu2.12,CVE-2025-66864,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66864
image-app,libbinutils,2.38-4ubuntu2.12,CVE-2025-66864,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66864
image-app,libctf-nobfd0,2.38-4ubuntu2.12,CVE-2025-66864,Low,not_reported_after_runtime_update,https://ubuntu.com/security/CVE-2025-66864
